,endTime,year,month,day,hour,artist,album,track,genres,minutesPlayed,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,2019-08-29 16:31:00,2019,8,29,16,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.61,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
1,2021-05-03 18:28:00,2021,5,3,18,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
2,2021-06-08 13:56:00,2021,6,8,13,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
3,2021-08-16 11:26:00,2021,8,16,11,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
4,2021-09-07 17:59:00,2021,9,7,17,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
5,2021-09-13 02:01:00,2021,9,13,2,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
6,2021-09-15 17:09:00,2021,9,15,17,The Outfield,Super Hits,Your Love,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",3.7,5dRQUolXAVX3BbCiIxmSsf,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607
7,2019-08-29 16:52:00,2019,8,29,16,Lea Salonga,Aladdin,A Whole New World,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",2.68,5VIfacsWytkcgr7aTt8Tql,0.341,0.229,0,-15.795,1,0.0344,0.846,2.81e-06,0.101,0.131,126.852
8,2020-10-29 15:46:00,2020,10,29,15,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],3.22,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
9,2020-10-29 15:50:00,2020,10,29,15,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],3.23,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
10,2020-12-12 15:39:00,2020,12,12,15,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],0.28,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
11,2021-02-19 14:53:00,2021,2,19,14,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],0.35,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
12,2021-04-30 21:47:00,2021,4,30,21,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],0.29,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
13,2021-05-07 17:38:00,2021,5,7,17,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],2.45,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
14,2021-05-09 14:06:00,2021,5,9,14,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],0.03,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
15,2021-08-13 16:35:00,2021,8,13,16,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],3.22,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
16,2021-09-07 16:23:00,2021,9,7,16,Gorillaz,"Song Machine, Season One: Strange Timez",MLS (feat. JPEGMAFIA and CHAI),['alternative hip hop'],3.22,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006
17,2020-10-29 16:58:00,2020,10,29,16,Rawayana,RawayanaLand,Vocabulario Básico,"['reggae en espanol', 'venezuelan hip hop', 'venezuelan rock']",4.17,1bFbEZctiGZItamYIBlRAL,0.759,0.497,6,-11.316,1,0.155,0.173,2.41e-05,0.124,0.562,87.004
18,2021-09-07 22:37:00,2021,9,7,22,Rawayana,RawayanaLand,Vocabulario Básico,"['reggae en espanol', 'venezuelan hip hop', 'venezuelan rock']",4.17,1bFbEZctiGZItamYIBlRAL,0.759,0.497,6,-11.316,1,0.155,0.173,2.41e-05,0.124,0.562,87.004
19,2021-09-08 15:17:00,2021,9,8,15,Rawayana,RawayanaLand,Vocabulario Básico,"['reggae en espanol', 'venezuelan hip hop', 'venezuelan rock']",4.17,1bFbEZctiGZItamYIBlRAL,0.759,0.497,6,-11.316,1,0.155,0.173,2.41e-05,0.124,0.562,87.004
20,2020-11-01 18:24:00,2020,11,1,18,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",0.16,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
21,2020-12-05 20:00:00,2020,12,5,20,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",1.99,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
22,2020-12-17 19:14:00,2020,12,17,19,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",1.79,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
23,2021-01-15 17:24:00,2021,1,15,17,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",1.99,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
24,2021-02-20 22:28:00,2021,2,20,22,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",2.0,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
25,2021-06-19 22:04:00,2021,6,19,22,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",2.0,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
26,2021-10-03 11:12:00,2021,10,3,11,Jodi Benson,10 Disney Favorites: Songs from the Sea,In Harmony,"['disney', 'hollywood', 'movie tunes', 'show tunes']",2.0,5eUy0f9tXNbLedFuUQSYOn,0.53,0.461,2,-9.912,1,0.0474,0.771,0.0,0.232,0.679,82.956
27,2020-11-01 18:27:00,2020,11,1,18,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.99,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
28,2020-12-05 20:03:00,2020,12,5,20,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.98,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
29,2021-01-10 16:53:00,2021,1,10,16,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.98,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
30,2021-01-15 17:27:00,2021,1,15,17,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.98,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
31,2021-02-20 22:31:00,2021,2,20,22,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.99,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
32,2021-06-19 22:04:00,2021,6,19,22,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",0.09,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
33,2021-10-03 11:15:00,2021,10,3,11,Carpenters,A Song For You,Top Of The World,"['adult standards', 'mellow gold', 'soft rock']",2.99,1Ehdm1PDlKrdfyBsjwEvd1,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301
34,2020-11-07 22:09:00,2020,11,7,22,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",0.01,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
35,2020-11-07 22:12:00,2020,11,7,22,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",3.63,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
36,2021-04-05 19:06:00,2021,4,5,19,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
37,2021-04-07 22:42:00,2021,4,7,22,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
38,2021-04-22 00:32:00,2021,4,22,0,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",0.08,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
39,2021-05-19 21:43:00,2021,5,19,21,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.43,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
40,2021-05-30 11:42:00,2021,5,30,11,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
41,2021-05-31 14:55:00,2021,5,31,14,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
42,2021-06-07 21:57:00,2021,6,7,21,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
43,2021-06-14 21:09:00,2021,6,14,21,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
44,2021-07-22 15:18:00,2021,7,22,15,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.43,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
45,2021-09-12 00:07:00,2021,9,12,0,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",0.12,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
46,2021-09-12 05:21:00,2021,9,12,5,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",0.06,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
47,2021-10-21 19:15:00,2021,10,21,19,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",4.44,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
48,2021-10-22 18:57:00,2021,10,22,18,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1979 - Remastered 2012,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",0.04,3Y8Ff1nH44jFywAtpgmleZ,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879
49,2020-11-10 01:13:00,2020,11,10,1,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.04,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
50,2021-01-12 14:30:00,2021,1,12,14,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.09,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
51,2021-02-26 21:53:00,2021,2,26,21,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",3.97,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
52,2021-03-29 21:48:00,2021,3,29,21,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.02,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
53,2021-04-04 18:45:00,2021,4,4,18,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.02,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
54,2021-05-01 00:50:00,2021,5,1,0,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.03,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
55,2021-05-06 22:58:00,2021,5,6,22,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.04,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
56,2021-05-09 12:24:00,2021,5,9,12,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.05,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
57,2021-05-15 18:51:00,2021,5,15,18,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.01,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
58,2021-06-07 15:43:00,2021,6,7,15,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.05,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
59,2021-08-14 20:13:00,2021,8,14,20,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",3.97,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
60,2021-08-16 10:32:00,2021,8,16,10,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,Just a Friend,"['east coast hip hop', 'electro', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']",0.1,3yNVfRQlUPViUh8O2V9SQn,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308
61,2020-11-10 17:00:00,2020,11,10,17,SR-71,Now You See Inside,Right Now,['pop punk'],1.22,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
62,2021-02-26 22:03:00,2021,2,26,22,SR-71,Now You See Inside,Right Now,['pop punk'],2.79,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
63,2021-04-19 21:12:00,2021,4,19,21,SR-71,Now You See Inside,Right Now,['pop punk'],2.79,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
64,2021-06-13 11:56:00,2021,6,13,11,SR-71,Now You See Inside,Right Now,['pop punk'],0.94,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
65,2021-06-21 19:58:00,2021,6,21,19,SR-71,Now You See Inside,Right Now,['pop punk'],2.79,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
66,2021-08-14 20:23:00,2021,8,14,20,SR-71,Now You See Inside,Right Now,['pop punk'],2.79,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
67,2021-08-16 10:39:00,2021,8,16,10,SR-71,Now You See Inside,Right Now,['pop punk'],0.06,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
68,2021-10-23 09:30:00,2021,10,23,9,SR-71,Now You See Inside,Right Now,['pop punk'],2.79,3iwsyTZzOWHZbHffBEyi1N,0.524,0.967,8,-3.322,1,0.0392,0.000289,7.41e-06,0.324,0.731,116.273
69,2020-11-10 17:03:00,2020,11,10,17,Macy Gray,I Try: The Macy Gray Collection,I Try,['neo soul'],0.06,00cP99zN0bsUZSpXbAlQXg,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.782,152.885
70,2021-04-05 14:03:00,2021,4,5,14,Macy Gray,I Try: The Macy Gray Collection,I Try,['neo soul'],3.99,00cP99zN0bsUZSpXbAlQXg,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.782,152.885
71,2021-05-08 00:56:00,2021,5,8,0,Macy Gray,I Try: The Macy Gray Collection,I Try,['neo soul'],0.06,00cP99zN0bsUZSpXbAlQXg,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.782,152.885
72,2021-08-16 12:01:00,2021,8,16,12,Macy Gray,I Try: The Macy Gray Collection,I Try,['neo soul'],0.38,00cP99zN0bsUZSpXbAlQXg,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.782,152.885
73,2021-09-15 17:17:00,2021,9,15,17,Macy Gray,I Try: The Macy Gray Collection,I Try,['neo soul'],0.0,00cP99zN0bsUZSpXbAlQXg,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.782,152.885
74,2020-11-10 17:03:00,2020,11,10,17,Frah Quintale,Lungolinea.,Missili,"['italian hip hop', 'italian indie pop', 'milan indie']",0.0,5dcyltc1ataieXIeTqhH3t,0.706,0.683,4,-5.402,0,0.105,0.443,0.0,0.313,0.676,90.039
75,2021-05-01 00:54:00,2021,5,1,0,Frah Quintale,Lungolinea.,Missili,"['italian hip hop', 'italian indie pop', 'milan indie']",0.12,5dcyltc1ataieXIeTqhH3t,0.706,0.683,4,-5.402,0,0.105,0.443,0.0,0.313,0.676,90.039
76,2021-05-23 13:57:00,2021,5,23,13,Frah Quintale,Lungolinea.,Missili,"['italian hip hop', 'italian indie pop', 'milan indie']",3.26,5dcyltc1ataieXIeTqhH3t,0.706,0.683,4,-5.402,0,0.105,0.443,0.0,0.313,0.676,90.039
77,2021-08-13 15:52:00,2021,8,13,15,Frah Quintale,Lungolinea.,Missili,"['italian hip hop', 'italian indie pop', 'milan indie']",3.26,5dcyltc1ataieXIeTqhH3t,0.706,0.683,4,-5.402,0,0.105,0.443,0.0,0.313,0.676,90.039
78,2020-11-10 17:18:00,2020,11,10,17,Emancipator,Arkatone Music Group Ltd: for Your Consideration,Soon It Will Be Cold Enough to Build Fires,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",2.9,1ODwijsbTw3g0vEQgYC77q,0.699,0.458,7,-15.305,0,0.05,0.865,0.78,0.118,0.461,94.418
79,2021-05-01 00:44:00,2021,5,1,0,Emancipator,Arkatone Music Group Ltd: for Your Consideration,Soon It Will Be Cold Enough to Build Fires,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",0.14,1ODwijsbTw3g0vEQgYC77q,0.699,0.458,7,-15.305,0,0.05,0.865,0.78,0.118,0.461,94.418
80,2021-08-16 13:28:00,2021,8,16,13,Emancipator,Arkatone Music Group Ltd: for Your Consideration,Soon It Will Be Cold Enough to Build Fires,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",0.05,1ODwijsbTw3g0vEQgYC77q,0.699,0.458,7,-15.305,0,0.05,0.865,0.78,0.118,0.461,94.418
81,2020-11-10 17:25:00,2020,11,10,17,Twenty One Pilots,Vessel,Holding on to You,"['modern rock', 'rock']",0.0,3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996
82,2020-11-11 18:53:00,2020,11,11,18,Twenty One Pilots,Vessel,Holding on to You,"['modern rock', 'rock']",4.4,3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996
83,2021-08-16 11:42:00,2021,8,16,11,Twenty One Pilots,Vessel,Holding on to You,"['modern rock', 'rock']",0.1,3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996
84,2021-09-15 17:16:00,2021,9,15,17,Twenty One Pilots,Vessel,Holding on to You,"['modern rock', 'rock']",0.04,3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996
85,2020-11-10 18:29:00,2020,11,10,18,The Specials,"Stereo-Typical: A's, B's & Rarities",Ghost Town,"['punk', 'ska', 'ska revival']",0.05,2vEUFrRByOKob8yqOd6LuA,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
86,2021-03-02 20:18:00,2021,3,2,20,The Specials,"Stereo-Typical: A's, B's & Rarities",Ghost Town,"['punk', 'ska', 'ska revival']",0.93,2vEUFrRByOKob8yqOd6LuA,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
87,2021-03-29 21:03:00,2021,3,29,21,The Specials,"Stereo-Typical: A's, B's & Rarities",Ghost Town,"['punk', 'ska', 'ska revival']",3.66,2vEUFrRByOKob8yqOd6LuA,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
88,2021-04-04 19:09:00,2021,4,4,19,The Specials,"Stereo-Typical: A's, B's & Rarities",Ghost Town,"['punk', 'ska', 'ska revival']",2.22,2vEUFrRByOKob8yqOd6LuA,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683
